Abbreviation,Number,Title,Hours,Attributes,Pre-Requisites/PotentialSequences,Co-Requisites,LcTime,LcDate,LcLocation,LaTime,LaDate,LaLocation
VC GCI,101,Global Citizenship International Elective,3,none,none,none,1500-1540,MWF,LIB,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,0800-0850,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,0910-1000,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,1020-1110,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,1130-1220,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,1240-1330,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,1350-1440,MWF,HSS,none,none,none
VC AH,101,Applied Arts and Humanities Elective,3,none,none,none,1500-1540,MWF,HSS,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,0800-0850,MWF,ABP,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,0910-1000,MWF,ABP,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,1020-1110,MWF,ABP,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,1130-1220,MWF,ABP,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,1350-1440,MWF,ABP,none,none,none
VC SS,101,Social Sciences Elective,3,none,none,none,1500-1540,MWF,ABP,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,0800-0850,MWF,WAB,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,0910-1000,MWF,WAB,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,1020-1110,MWF,WAB,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,1130-1220,MWF,WAB,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,1350-1440,MWF,WAB,none,none,none
VC EI,101,Engaged Inquiries Elective,3,none,none,none,1500-1540,MWF,WAB,none,none,none
VC EP,101,Expanded Perspectives Elective,3,none,none,none,1020-1110,MWF,WAB,none,none,none
COSC,361,Operating Systems,3,none,COSC 360,none,1020-1110,MWF,MKB,none,none,none
COSC,366,Introduction to Cybersecurity,3,none,COSC 302|COSC307&COSC 230,none,0810-0925,TR,MKB,none,none,none
COSC,425,Introduction to Machine Learning,3,none,ECE 313&MATH 251,none,1255-1410,TR,MKB,none,none,none
COSC,445,Fundamentals of Digital Archaeology,3,none,COSC 340|ECE 313,none,1605-1720,TR,MKB,none,none,none
COSC,461,Introduction to Compilers,3,none,COSC 302|COSC 307,none,1430-1545,TR,MKB,none,none,none
COSC,462,Parallel Programming,3,none,COSC 360|COSC 367,none,1740-1855,TR,MKB,none,none,none
COSC,469,Human Factors in Cybersecurity,3,none,COSC 366,none,1255-1410,TR,MKB,none,none,none
COSC,471,Numerical Analysis,3,none,MATH 251,none,1255-1410,TR,AYR,none,none,none
COSC,483,Applied Cryptography,3,none,COSC 311|COSC 317,none,1430-1545,TR,MKB,none,none,none
COSC,365,Programming Languages and Systems,3,none,COSC 302,none,1350-1440,MWF,MKB,none,none,none
COSC,420,Biologically-Inspired Computation,3,none,COSC 360,none,1430-1545,TR,MKB,none,none,none
COSC,424,Introduction to Deep Learning,3,none,COSC 302&MATH 251,none,0800-0850,MWF,MKB,none,none,none
COSC,426,Introduction to Data Mining and Analytics,3,none,COSC 302&MATH 251&ECE 313,none,1500-1550,MWF,MKB,none,none,none
COSC,434,Network Security,3,none,COSC 366,none,0910-1000,MWF,MKB,none,none,none
COSC,452,Computer Graphics,3,none,COSC 302,none,1120-1235,TR,MKB,none,none,none
COSC,466,Software Security,3,none,COSC 366,none,1350-1440,MWF,MKB,none,none,none
COSC,472,Numerical Algebra,3,none,COSC 471,none,1255-1410,TR,AYR,none,none,none
