COSC 101
EF 151
MATH 141
ENGL 101
COSC 102
EF 152
MATH 142
ENGL 102
COSC 230
MATH 251
ECE 313
ENGL 355
COSC 202
COSC 311
COSC 312
COSC 302
COSC 365
COSC 366
COSC 395
COSC 340
COSC 360
COSC 361
COSC 401
COSC 402
